LoanID,Fraud,Loan Provider,Gender,OwnsCar,OwnsProperty,NumberOfChildren,AnnualIncome,TotalCredit,MonthlyPayments,SecurityDeposit,LatePaymentAmount,Occupation,Education,RiskLevel,MartialStatus,HouseType,NumberOfAccounts,CreditScore,CustomerAge,IncomeTaxDefault,NumberOfBankAccounts,ApplicationDay,HourOfDayApplied,ExperianRating
327361,0,Cash loans,M,0,1,2,135000.0,545040.0,43191.0,450000.0,32715,Working,Secondary / secondary special,LowRisk,Married,House / apartment,13,305,56,0,21,SATURDAY,11,335.0
260486,0,Cash loans,F,1,1,0,90000.0,675000.0,26284.5,675000.0,21225,Commercial associate,Secondary / secondary special,,Married,House / apartment,8,267,41,0,29,TUESDAY,9,304.6
164252,0,Cash loans,F,0,0,0,52650.0,76500.0,7965.0,76500.0,38000,Pensioner,Lower secondary,Risk,Married,Municipal apartment,16,637,41,0,12,FRIDAY,7,600.6
105121,0,Cash loans,F,1,0,1,149323.5,152820.0,7911.0,135000.0,37811,Commercial associate,Secondary / secondary special,Risk,Married,House / apartment,14,244,51,0,15,MONDAY,12,286.2
198240,0,Cash loans,F,1,1,0,220500.0,1006920.0,46791.0,900000.0,14653,Working,Higher education,LowRisk,Civil marriage,Office apartment,4,94,63,0,17,MONDAY,10,166.2
395136,0,Cash loans,M,1,0,0,112500.0,278613.0,25911.0,252000.0,21362,Working,Secondary / secondary special,,Married,House / apartment,3,501,59,0,28,TUESDAY,17,491.8
373802,0,Cash loans,F,0,1,0,92250.0,312768.0,15174.0,270000.0,75156,Pensioner,Secondary / secondary special,LowRisk,Single / not married,House / apartment,14,94,44,0,25,FRIDAY,12,166.2
194418,0,Loans Now,F,0,1,1,180000.0,270000.0,13500.0,270000.0,19762,Working,Secondary / secondary special,HighRisk,Married,House / apartment,6,657,70,0,34,FRIDAY,11,616.6
444676,0,Cash loans,F,0,0,0,157500.0,497520.0,33246.0,450000.0,51311,Commercial associate,Secondary / secondary special,Risk,Married,House / apartment,11,630,35,0,21,MONDAY,18,595.0
357534,0,Cash loans,F,0,1,0,72000.0,343800.0,13090.5,225000.0,20694,Pensioner,Secondary / secondary special,Risk,Civil marriage,House / apartment,5,311,50,0,35,MONDAY,8,339.8
429417,0,Cash loans,F,0,1,0,55350.0,307944.0,30127.5,292500.0,19248,Pensioner,Secondary / secondary special,HighRisk,Married,House / apartment,14,173,71,0,41,MONDAY,14,229.4
434728,0,Cash loans,F,0,1,3,90000.0,1308964.5,38272.5,1143000.0,62355,Working,Secondary / secondary special,,Married,House / apartment,16,321,30,0,19,MONDAY,8,347.8
442417,0,Cash loans,M,0,1,0,135000.0,1049094.0,37296.0,751500.0,8915,State servant,Secondary / secondary special,HighRisk,Married,House / apartment,14,796,57,0,38,WEDNESDAY,13,727.8
191159,0,Cash loans,F,0,1,0,72000.0,284400.0,13387.5,225000.0,11014,Working,Secondary / secondary special,LowRisk,Single / not married,Rented apartment,20,243,40,0,22,THURSDAY,14,285.4
425354,0,Cash loans,M,1,0,0,121500.0,550980.0,40090.5,450000.0,57346,Commercial associate,Higher education,,Married,House / apartment,2,458,60,0,10,WEDNESDAY,11,457.4
196565,0,Loans Now,F,0,1,1,130500.0,270000.0,13500.0,270000.0,6626,Pensioner,Lower secondary,LowRisk,Widow,House / apartment,6,632,73,0,43,MONDAY,11,596.6
353493,0,Cash loans,F,0,0,0,207000.0,619254.0,43227.0,553500.0,25828,Commercial associate,Secondary / secondary special,LowRisk,Married,House / apartment,3,327,44,0,24,WEDNESDAY,13,352.6
225894,0,Cash loans,F,1,1,2,202500.0,552555.0,33934.5,477000.0,41271,Working,Secondary / secondary special,Risk,Married,Municipal apartment,2,125,49,0,35,SUNDAY,14,191.0
210585,0,Cash loans,F,0,1,0,135000.0,341280.0,21006.0,270000.0,7432,Commercial associate,Secondary / secondary special,,Widow,House / apartment,15,701,68,0,6,MONDAY,16,651.8
320148,0,Cash loans,M,1,1,2,166500.0,592560.0,32274.0,450000.0,34032,Commercial associate,Secondary / secondary special,Risk,Married,House / apartment,18,766,62,0,43,MONDAY,7,703.8
251713,0,Cash loans,F,0,1,2,90000.0,545040.0,25537.5,450000.0,58402,Working,Secondary / secondary special,Risk,Married,House / apartment,1,164,35,0,8,TUESDAY,9,222.2
174760,1,Cash loans,M,0,1,0,225000.0,601470.0,32629.5,450000.0,77675,Commercial associate,Higher education,HighRisk,Married,House / apartment,23,159,52,1,40,FRIDAY,15,218.2
151909,0,Cash loans,M,0,0,0,90000.0,225000.0,23872.5,225000.0,18083,Working,Secondary / secondary special,HighRisk,Single / not married,Municipal apartment,2,154,71,0,32,THURSDAY,18,214.2
354347,0,Cash loans,F,0,1,0,225000.0,1108260.0,71658.0,1062000.0,4617,Working,Higher education,Risk,Separated,House / apartment,20,332,45,0,5,SATURDAY,16,356.6
110082,1,Cash loans,M,1,1,1,180000.0,269550.0,23188.5,225000.0,76047,Working,Secondary / secondary special,Risk,Married,House / apartment,12,145,45,0,40,FRIDAY,15,207.0
130586,0,Cash loans,F,1,1,2,67500.0,755190.0,30078.0,675000.0,4661,Working,Secondary / secondary special,Risk,Married,House / apartment,0,381,41,0,14,FRIDAY,10,395.8
389399,0,Loans Now,F,0,0,3,112500.0,180000.0,9000.0,180000.0,31968,Working,Secondary / secondary special,LowRisk,Married,House / apartment,10,784,41,0,25,WEDNESDAY,16,718.2
280062,0,Loans Now,F,0,0,0,135000.0,405000.0,20250.0,405000.0,37450,Commercial associate,Secondary / secondary special,,Widow,House / apartment,13,726,57,0,7,MONDAY,7,671.8
178020,0,Cash loans,F,0,1,1,135000.0,282690.0,15462.0,202500.0,35960,Working,Secondary / secondary special,LowRisk,Single / not married,House / apartment,3,334,75,0,24,FRIDAY,13,358.2
188675,0,Cash loans,M,1,1,0,81000.0,450000.0,22977.0,450000.0,56120,Working,Secondary / secondary special,,Married,House / apartment,0,779,34,1,21,MONDAY,14,714.2
300535,0,Cash loans,F,1,0,0,225000.0,1288350.0,41562.0,1125000.0,50338,Working,Higher education,LowRisk,Married,House / apartment,4,280,44,1,16,TUESDAY,19,315.0
425229,0,Cash loans,F,0,0,0,180000.0,1548000.0,45261.0,1548000.0,66126,Commercial associate,Secondary / secondary special,Risk,Married,House / apartment,21,691,33,0,36,SUNDAY,12,643.8
350842,0,Cash loans,M,1,1,0,225000.0,1159411.5,46111.5,1066500.0,15588,Commercial associate,Secondary / secondary special,Risk,Married,House / apartment,13,690,34,1,34,THURSDAY,10,643.0
364753,1,Cash loans,M,0,1,0,157500.0,376920.0,19372.5,270000.0,55841,Pensioner,Higher education,Risk,Married,House / apartment,13,25,26,1,9,WEDNESDAY,10,111.0
427031,0,Loans Now,F,0,1,0,112500.0,180000.0,9000.0,180000.0,10441,Working,Incomplete higher,,Single / not married,House / apartment,21,127,60,1,5,SUNDAY,18,192.6
123898,0,Cash loans,F,0,1,0,112500.0,814041.0,23800.5,679500.0,35929,Pensioner,Secondary / secondary special,HighRisk,Married,House / apartment,12,669,52,0,13,FRIDAY,16,626.2
346865,0,Cash loans,F,0,1,0,157500.0,552555.0,17955.0,477000.0,59754,Pensioner,Higher education,Risk,Married,House / apartment,3,296,47,0,32,SUNDAY,10,327.8
154748,1,Cash loans,M,0,0,1,90000.0,312768.0,16375.5,270000.0,68852,Working,Higher education,LowRisk,Separated,Rented apartment,14,10,54,1,8,THURSDAY,15,99.0
139194,1,Cash loans,M,0,0,0,157500.0,162000.0,10674.0,162000.0,75440,Commercial associate,Secondary / secondary special,LowRisk,Married,House / apartment,22,273,53,0,12,FRIDAY,10,309.4
140654,0,Cash loans,M,1,0,0,225000.0,874363.5,44775.0,706500.0,49670,Working,Secondary / secondary special,LowRisk,Married,House / apartment,8,119,63,0,20,TUESDAY,10,186.2
401768,0,Cash loans,F,0,0,0,112500.0,819792.0,34731.0,720000.0,73579,Commercial associate,Higher education,HighRisk,Married,House / apartment,2,320,61,1,43,WEDNESDAY,11,347.0
390535,0,Cash loans,F,0,0,1,135000.0,900000.0,35028.0,900000.0,18045,Working,Higher education,LowRisk,Single / not married,House / apartment,9,542,32,1,39,FRIDAY,12,524.6
324540,0,Cash loans,F,0,1,0,135000.0,654498.0,31617.0,585000.0,38999,Working,Secondary / secondary special,LowRisk,Married,House / apartment,3,322,74,1,12,WEDNESDAY,10,348.6
394324,0,Loans Now,M,0,1,0,180000.0,135000.0,6750.0,135000.0,49583,Working,Secondary / secondary special,,Married,House / apartment,16,559,41,0,9,SUNDAY,15,538.2
215896,0,Cash loans,M,0,1,0,135000.0,610335.0,22050.0,463500.0,46590,State servant,Secondary / secondary special,,Single / not married,House / apartment,4,425,45,0,13,THURSDAY,12,431.0
351169,0,Cash loans,M,1,0,0,135000.0,533668.5,37273.5,477000.0,56638,Working,Secondary / secondary special,HighRisk,Single / not married,House / apartment,4,658,35,0,5,FRIDAY,10,617.4
302972,0,Cash loans,M,1,1,0,202500.0,765000.0,39060.0,765000.0,58138,Working,Secondary / secondary special,Risk,Married,With parents,19,256,56,1,17,TUESDAY,16,295.8
145953,0,Cash loans,M,1,1,1,225000.0,1206954.0,35419.5,945000.0,47848,Working,Secondary / secondary special,,Married,House / apartment,6,633,30,1,15,TUESDAY,10,597.4
401020,0,Cash loans,M,1,1,0,90000.0,67500.0,6309.0,67500.0,41471,Working,Secondary / secondary special,HighRisk,Married,House / apartment,18,591,43,0,32,TUESDAY,10,563.8
332838,0,Cash loans,M,0,0,0,247500.0,1350000.0,39474.0,1350000.0,78828,Working,Secondary / secondary special,LowRisk,Separated,House / apartment,2,736,52,0,45,TUESDAY,10,679.8
183477,0,Cash loans,F,0,0,1,157500.0,450000.0,25834.5,450000.0,49182,Commercial associate,Higher education,,Married,With parents,9,96,40,0,30,MONDAY,16,167.8
281437,0,Cash loans,F,0,1,0,67500.0,559368.0,30474.0,418500.0,47050,Pensioner,Secondary / secondary special,,Married,House / apartment,2,69,59,0,12,MONDAY,12,146.2
117177,0,Loans Now,M,1,1,1,225000.0,180000.0,9000.0,180000.0,33578,Commercial associate,Higher education,,Married,House / apartment,7,696,69,1,41,FRIDAY,17,647.8
337328,0,Cash loans,F,0,1,0,112500.0,137538.0,14940.0,121500.0,12015,Working,Secondary / secondary special,,Single / not married,House / apartment,15,530,74,0,25,SATURDAY,11,515.0
198373,0,Cash loans,M,0,1,0,135000.0,2517300.0,66532.5,2250000.0,75432,Commercial associate,Secondary / secondary special,LowRisk,Married,House / apartment,5,320,42,1,22,MONDAY,9,347.0
284467,0,Cash loans,F,0,1,0,90000.0,521280.0,25209.0,450000.0,40879,Pensioner,Secondary / secondary special,,Married,House / apartment,12,87,52,1,19,TUESDAY,9,160.6
388314,0,Loans Now,F,0,0,0,148500.0,270000.0,13500.0,270000.0,51136,Working,Higher education,HighRisk,Single / not married,Municipal apartment,0,691,55,0,29,THURSDAY,14,643.8
410155,0,Loans Now,M,1,1,1,225000.0,225000.0,11250.0,225000.0,62863,Commercial associate,Secondary / secondary special,,Married,House / apartment,12,379,59,1,28,FRIDAY,8,394.2
357427,1,Cash loans,F,0,1,0,67500.0,352044.0,16411.5,247500.0,46074,Working,Secondary / secondary special,LowRisk,Single / not married,House / apartment,15,182,40,1,20,WEDNESDAY,8,236.6
441806,0,Cash loans,F,0,1,0,121500.0,193392.0,13054.5,153000.0,13993,Working,Secondary / secondary special,,Single / not married,House / apartment,6,78,67,1,7,TUESDAY,11,153.4
266873,0,Cash loans,F,0,1,0,144000.0,589045.5,26077.5,508500.0,75369,Pensioner,Secondary / secondary special,Risk,Single / not married,House / apartment,15,544,48,0,37,TUESDAY,8,526.2
356874,0,Cash loans,F,0,1,0,157500.0,1483231.5,51687.0,1354500.0,9851,Working,Secondary / secondary special,LowRisk,Single / not married,House / apartment,3,601,38,0,1,WEDNESDAY,16,571.8
209876,0,Cash loans,F,0,0,0,86400.0,226422.0,9720.0,189000.0,58165,Pensioner,Lower secondary,Risk,Separated,House / apartment,22,213,68,1,3,WEDNESDAY,9,261.4
221557,0,Cash loans,F,0,1,0,90000.0,239850.0,23364.0,225000.0,67553,Pensioner,Secondary / secondary special,,Widow,House / apartment,3,703,47,0,32,WEDNESDAY,7,653.4
305857,0,Cash loans,M,1,0,0,90000.0,194742.0,10323.0,139500.0,38572,Working,Secondary / secondary special,,Civil marriage,House / apartment,4,129,61,0,7,TUESDAY,16,194.2
152620,0,Cash loans,F,0,1,0,135000.0,254700.0,14751.0,225000.0,2412,Pensioner,Secondary / secondary special,,Single / not married,House / apartment,3,129,50,0,2,MONDAY,10,194.2
124465,0,Cash loans,M,0,1,0,247500.0,1711764.0,45153.0,1530000.0,66590,Working,Secondary / secondary special,,Married,House / apartment,8,277,70,1,27,MONDAY,16,312.6
442240,0,Cash loans,F,1,1,0,90000.0,225000.0,10944.0,225000.0,12118,Working,Secondary / secondary special,,Married,House / apartment,14,397,61,0,34,THURSDAY,13,408.6
328750,0,Cash loans,F,0,1,0,99000.0,239850.0,22770.0,225000.0,35539,Working,Secondary / secondary special,Risk,Single / not married,House / apartment,3,456,42,0,33,WEDNESDAY,13,455.8
190557,1,Cash loans,F,0,0,3,54000.0,269550.0,18364.5,225000.0,61364,Working,Secondary / secondary special,LowRisk,Married,House / apartment,12,135,38,0,15,THURSDAY,17,199.0
163294,0,Cash loans,F,0,1,3,81000.0,103500.0,11110.5,103500.0,26485,Working,Secondary / secondary special,LowRisk,Married,House / apartment,0,122,66,0,13,FRIDAY,8,188.6
299522,0,Cash loans,M,0,0,0,67500.0,312768.0,25204.5,270000.0,47169,Working,Secondary / secondary special,,Single / not married,House / apartment,4,644,74,0,31,MONDAY,11,606.2
236285,0,Cash loans,F,0,0,0,67500.0,283419.0,17469.0,234000.0,56405,Pensioner,Secondary / secondary special,,Married,House / apartment,19,690,67,0,35,THURSDAY,11,643.0
168255,0,Cash loans,F,0,1,0,157500.0,808650.0,22234.5,675000.0,56372,Pensioner,Secondary / secondary special,,Separated,House / apartment,21,476,32,0,10,WEDNESDAY,13,471.8
124015,0,Cash loans,M,0,0,0,243000.0,900000.0,35158.5,900000.0,19873,Commercial associate,Incomplete higher,LowRisk,Married,House / apartment,20,376,36,1,29,THURSDAY,10,391.8
249285,0,Cash loans,F,1,1,0,90000.0,521280.0,22959.0,450000.0,27450,Working,Secondary / secondary special,Risk,Married,House / apartment,7,382,55,1,6,SATURDAY,14,396.6
311091,0,Cash loans,M,0,1,0,225000.0,283500.0,13788.0,283500.0,50187,Working,Secondary / secondary special,HighRisk,Married,House / apartment,7,38,51,1,5,MONDAY,10,121.4
137007,0,Cash loans,M,1,1,0,112500.0,360000.0,28993.5,360000.0,58696,Working,Incomplete higher,LowRisk,Single / not married,House / apartment,15,113,62,0,9,SATURDAY,8,181.4
174542,0,Cash loans,M,0,1,1,162000.0,78192.0,9279.0,67500.0,42824,State servant,Secondary / secondary special,LowRisk,Married,House / apartment,18,418,39,1,40,THURSDAY,12,425.4
244267,0,Cash loans,F,0,1,1,157500.0,781920.0,34573.5,675000.0,17334,Working,Higher education,,Married,House / apartment,19,213,67,0,7,WEDNESDAY,15,261.4
139575,0,Cash loans,F,0,1,0,112500.0,360000.0,17316.0,360000.0,27069,Pensioner,Secondary / secondary special,,Civil marriage,House / apartment,8,568,57,0,36,FRIDAY,11,545.4
433885,0,Cash loans,F,0,1,0,157500.0,1129500.0,47853.0,1129500.0,26547,Pensioner,Secondary / secondary special,,Married,House / apartment,7,698,68,1,11,TUESDAY,11,649.4
409263,0,Cash loans,F,0,0,2,180000.0,1185120.0,39298.5,900000.0,56935,State servant,Secondary / secondary special,Risk,Married,Municipal apartment,15,505,48,0,34,SATURDAY,13,495.0
354885,0,Cash loans,F,0,0,0,157500.0,1125000.0,30168.0,1125000.0,12318,State servant,Higher education,Risk,Married,Municipal apartment,12,201,60,0,9,THURSDAY,7,251.8
118056,0,Cash loans,F,0,1,0,112500.0,284400.0,16456.5,225000.0,6102,Pensioner,Higher education,,Civil marriage,House / apartment,6,284,39,0,6,THURSDAY,2,318.2
334996,0,Cash loans,F,0,1,0,81000.0,221031.0,19039.5,184500.0,52366,State servant,Secondary / secondary special,HighRisk,Married,House / apartment,13,126,50,1,22,FRIDAY,10,191.8
414763,0,Cash loans,M,0,1,0,189000.0,518562.0,26604.0,463500.0,36215,Working,Secondary / secondary special,,Married,House / apartment,13,667,32,0,29,TUESDAY,16,624.6
199388,0,Cash loans,F,0,1,0,63000.0,900000.0,26446.5,900000.0,23100,State servant,Secondary / secondary special,,Married,House / apartment,7,684,32,0,42,TUESDAY,10,638.2
345233,0,Cash loans,F,0,1,0,202500.0,1502941.5,52371.0,1372500.0,43243,Working,Higher education,Risk,Single / not married,House / apartment,1,18,57,0,29,SUNDAY,7,105.4
101731,0,Cash loans,M,1,1,1,202500.0,348264.0,23404.5,315000.0,7522,Working,Higher education,,Married,Office apartment,18,349,34,1,44,WEDNESDAY,9,370.2
330105,0,Cash loans,M,1,0,0,157500.0,755190.0,30078.0,675000.0,30297,Working,Secondary / secondary special,Risk,Civil marriage,Municipal apartment,11,738,47,0,7,FRIDAY,15,681.4
383550,0,Cash loans,M,0,1,0,405000.0,1006920.0,48573.0,900000.0,11294,Pensioner,Higher education,Risk,Single / not married,House / apartment,9,292,59,0,9,FRIDAY,15,324.6
328471,0,Loans Now,F,0,1,1,112500.0,450000.0,22500.0,450000.0,43383,Working,Secondary / secondary special,LowRisk,Married,Office apartment,4,714,37,0,12,WEDNESDAY,9,662.2
416475,0,Cash loans,F,0,1,0,202500.0,630000.0,26820.0,630000.0,10191,Working,Secondary / secondary special,,Widow,House / apartment,13,475,55,1,9,TUESDAY,11,471.0
363224,0,Cash loans,F,1,1,0,225000.0,1460691.0,54261.0,1363500.0,59817,Commercial associate,Higher education,HighRisk,Widow,House / apartment,2,705,47,0,11,WEDNESDAY,18,655.0
429074,0,Cash loans,M,1,1,1,247500.0,515529.0,21127.5,391500.0,63570,Commercial associate,Higher education,,Married,House / apartment,18,590,66,0,25,FRIDAY,15,563.0
231537,0,Cash loans,F,0,1,1,225000.0,1236816.0,36162.0,1080000.0,66658,Working,Higher education,Risk,Married,House / apartment,2,44,75,0,24,FRIDAY,17,126.2
285911,0,Cash loans,F,0,1,3,180000.0,273636.0,21748.5,247500.0,3317,Commercial associate,Secondary / secondary special,LowRisk,Separated,House / apartment,11,783,55,1,4,THURSDAY,11,717.4
377483,0,Cash loans,M,1,1,1,450000.0,254700.0,27558.0,225000.0,58806,Commercial associate,Higher education,,Married,House / apartment,12,526,39,0,42,SUNDAY,17,511.8
197039,0,Cash loans,F,0,1,0,76500.0,512064.0,18522.0,360000.0,70725,Pensioner,Secondary / secondary special,Risk,Married,House / apartment,7,451,68,0,5,THURSDAY,12,451.8
232074,0,Loans Now,F,0,1,2,135000.0,405000.0,20250.0,405000.0,48320,Commercial associate,Higher education,,Married,House / apartment,10,793,32,1,24,SUNDAY,14,725.4
268527,0,Cash loans,M,0,1,1,135000.0,900000.0,41836.5,900000.0,3603,Working,Secondary / secondary special,LowRisk,Separated,With parents,1,653,30,0,27,FRIDAY,13,613.4
131898,0,Cash loans,M,0,0,0,360000.0,1237500.0,36315.0,1237500.0,11208,Commercial associate,Secondary / secondary special,LowRisk,Married,House / apartment,13,236,70,0,16,MONDAY,18,279.8
362686,0,Cash loans,F,0,1,0,72450.0,264159.0,11763.0,220500.0,15906,Working,Secondary / secondary special,HighRisk,Widow,House / apartment,15,104,73,0,17,SUNDAY,12,174.2
376798,0,Cash loans,F,0,1,0,99000.0,85320.0,5580.0,67500.0,80343,Working,Lower secondary,Risk,Widow,House / apartment,0,9,53,0,22,WEDNESDAY,9,98.2
405548,0,Cash loans,F,0,0,0,67500.0,91143.0,9144.0,85500.0,63258,Pensioner,Higher education,Risk,Widow,House / apartment,9,306,36,0,20,MONDAY,13,335.8
208436,0,Cash loans,F,0,1,0,135000.0,152820.0,15016.5,135000.0,14459,Working,Secondary / secondary special,HighRisk,Married,House / apartment,13,302,46,0,19,THURSDAY,9,332.6
395348,1,Cash loans,F,0,1,1,58500.0,2146500.0,51340.5,2146500.0,59500,Working,Secondary / secondary special,LowRisk,Married,House / apartment,16,9,30,1,29,FRIDAY,12,98.2
361954,0,Cash loans,F,0,1,2,202500.0,640080.0,31261.5,450000.0,23740,Working,Secondary / secondary special,,Married,House / apartment,15,709,39,0,11,SUNDAY,13,658.2
427426,0,Cash loans,M,1,1,1,202500.0,536917.5,32976.0,463500.0,48823,Commercial associate,Secondary / secondary special,LowRisk,Single / not married,With parents,16,132,40,0,35,WEDNESDAY,13,196.6
384974,0,Cash loans,F,0,1,2,112500.0,720000.0,23796.0,720000.0,50178,Commercial associate,Higher education,LowRisk,Married,House / apartment,11,307,47,1,32,FRIDAY,12,336.6
174487,0,Loans Now,F,1,1,0,225000.0,585000.0,29250.0,585000.0,16509,Working,Higher education,,Married,House / apartment,3,392,40,0,5,FRIDAY,11,404.6
357997,0,Cash loans,F,1,0,0,288000.0,728460.0,50697.0,675000.0,5511,Working,Secondary / secondary special,,Civil marriage,House / apartment,10,361,64,0,30,SUNDAY,13,379.8
376602,0,Cash loans,M,0,0,1,180000.0,450000.0,30442.5,450000.0,57748,Working,Incomplete higher,,Married,With parents,10,382,52,1,4,SUNDAY,10,396.6
